Software ver: OPC-N2 Alphasense 1.0.5591.26628
Size LUT file,OPC-N2_06-02-2015.LUT
InfoString,OPC-N2 FirmwareVer=OPC-016b...............................BD
Gain scaling coeff,1
Laser digital pot setting,150
Fan digital pot setting,255
ToF to SFR factor,74
Bins,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15
Bin low boundary (ADC o/p),12,17,27,41,60,79,123,234,388,575,909,1294,1866,2475,3092,3685
Bin high boundary (ADC o/p),17,27,41,60,79,123,234,388,575,909,1294,1866,2475,3092,3685,4095
Bin low boundary (particle diameter [um]),0.38,0.54,0.78,1.05,1.34,1.59,2.07,3,4,5,6.5,8,10,12,14,16
Bin high boundary (particle diameter [um]),0.54,0.78,1.05,1.34,1.59,2.07,3,4,5,6.5,8,10,12,14,16,17.5
Bin centre (particle diameter [um]),0.46000000834465,0.659999996423721,0.914999961853027,1.19499999284744,1.4650000333786,1.8299999833107,2.5349999666214,3.5,4.5,5.75,7.25,9,11,13,15,16.75
Vol of a particle in bin (um3) (calculated by software),0.0510,0.1505,0.4011,0.8935,1.6463,3.2089,8.5297,22.4493,47.7129,99.5410,199.5320,381.7035,696.9100,1150.3465,1767.1459,2460.6115
Vol of a particle in bin (um3) (values stored on OPC),0.0510,0.1505,0.4011,0.8935,1.6463,3.2089,8.5297,22.4493,47.7129,99.5410,199.5320,381.7035,696.9100,1150.3466,1767.1459,2460.6116
Density of a particle in bin (g/ml),1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65
Sample volume weighting for bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Data:
OADateTime,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MeanToFBin1(us),MeanToFBin3(us),MeanToFBin5(us),MeanToFBin7(us),Count/s,SamplingPeriod(s),SFR(ml/s),Temperature(C) or Pressure(Pa),PM1(ug/m3),PM2.5(ug/m3),PM10(ug/m3),RollMean_PM1,RollMean_PM2.5,RollMean_PM10
42236.3644540278,10.146,1.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,11.273,0.887,3.50,101152,0.30,0.32,0.32,0.40,0.55,1.42
42236.3644656019,11.842,2.632,0.000,0.000,0.000,0.000,1.316,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.67,0.00,0.00,0.00,15.789,0.760,3.53,27,0.48,2.83,5.34,0.40,0.56,1.45
42236.3644771759,8.695,2.174,0.000,1.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,8.33,0.00,0.00,11.956,0.920,3.52,101153,0.47,0.78,0.80,0.40,0.56,1.44
42236.36448875,8.686,2.171,1.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.67,0.00,0.00,0.00,11.943,0.921,3.52,27,0.44,0.55,0.55,0.40,0.56,1.44
42236.3645003241,13.541,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,13.541,0.886,3.52,101153,0.31,0.32,0.32,0.40,0.56,1.43
42236.3645118982,7.731,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,7.731,0.776,3.52,27,0.18,0.18,0.18,0.40,0.56,1.42
42236.3645234722,7.606,1.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.33,0.00,0.00,0.00,8.692,0.920,3.54,101152,0.24,0.25,0.25,0.39,0.56,1.42
42236.3645350463,11.244,1.406,1.406,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,14.055,0.711,3.55,27,0.49,0.61,0.61,0.39,0.56,1.41
42236.3645466204,8.418,2.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,10.523,0.950,3.56,101156,0.31,0.34,0.34,0.39,0.55,1.40
42236.3645581944,9.712,2.428,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,0.00,0.00,0.00,12.140,0.824,3.55,27,0.36,0.39,0.39,0.39,0.55,1.40
42236.3645697685,15.475,0.000,1.407,0.000,1.407,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,18.289,0.711,3.55,101159,0.68,1.55,1.65,0.40,0.56,1.40
42236.3645813426,9.480,3.160,1.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.33,0.00,0.00,0.00,13.694,0.949,3.45,26.9,0.53,0.65,0.65,0.40,0.56,1.40
42236.3645929167,8.693,2.173,0.000,1.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.67,8.33,0.00,0.00,11.953,0.920,3.41,101156,0.49,0.80,0.82,0.40,0.56,1.39
42236.3646044907,4.417,2.945,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.00,0.00,0.00,0.00,7.361,0.679,3.43,26.9,0.28,0.32,0.32,0.40,0.56,1.39
42236.3646160648,14.130,2.174,1.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.67,0.00,0.00,0.00,17.390,0.920,3.44,101155,0.58,0.70,0.70,0.40,0.56,1.38
42236.3646276389,14.608,1.124,1.124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,16.855,0.890,3.44,27,0.53,0.64,0.64,0.40,0.56,1.38
42236.364639213,6.441,1.288,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.00,0.00,0.00,0.00,7.729,0.776,3.46,101164,0.23,0.25,0.25,0.40,0.56,1.37
42236.364650787,17.390,1.087,0.000,0.000,0.000,0.000,1.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.67,0.00,0.00,0.00,19.563,0.920,3.47,27,0.51,2.48,4.58,0.40,0.57,1.39
42236.3646623611,13.816,0.000,0.000,1.256,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,8.33,0.00,0.00,15.072,0.796,3.47,101153,0.49,0.83,0.85,0.40,0.57,1.39
42236.3646739352,14.216,1.292,2.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.67,0.00,0.00,0.00,18.092,0.774,3.50,27,0.68,0.90,0.90,0.40,0.57,1.38
42236.3646855093,9.803,1.089,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,10.892,0.918,3.51,101159,0.29,0.31,0.31,0.40,0.57,1.38
42236.3646970833,7.856,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,7.856,0.891,3.51,26.9,0.18,0.19,0.19,0.40,0.57,1.37
42236.3647086574,8.921,1.487,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.33,0.00,0.00,0.00,10.408,0.673,3.53,101156,0.29,0.31,0.31,0.40,0.57,1.37
42236.3647202315,15.200,1.086,1.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,17.371,0.921,3.53,27,0.53,0.63,0.63,0.40,0.57,1.36
42236.3647318056,9.147,2.033,0.000,1.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.67,11.67,0.00,0.00,12.196,0.984,3.54,101156,0.46,0.75,0.76,0.40,0.57,1.36
42236.3647433796,10.207,2.041,0.000,1.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.67,9.67,0.00,0.00,13.269,0.980,3.50,27,0.49,0.79,0.80,0.40,0.57,1.36
42236.3647549537,12.225,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,12.225,0.982,3.50,101158,0.28,0.29,0.29,0.40,0.57,1.35
42236.3647665278,7.107,2.031,2.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.67,0.00,0.00,0.00,11.168,0.985,3.50,26.9,0.50,0.68,0.68,0.40,0.57,1.35
42236.3647781019,6.124,1.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,7.145,0.980,3.51,101161,0.20,0.22,0.22,0.40,0.57,1.34
42236.3647896759,8.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,8.142,0.983,3.51,26.9,0.19,0.19,0.19,0.40,0.57,1.33
42236.36480125,13.201,2.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.00,0.00,0.00,0.00,15.231,0.985,3.52,101158,0.42,0.45,0.45,0.40,0.57,1.33
42236.3648128241,7.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,7.131,0.982,3.52,26.9,0.16,0.17,0.17,0.40,0.56,1.32
42236.3648243982,21.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,21.413,0.981,3.52,101162,0.49,0.50,0.50,0.40,0.56,1.32
42236.3648359722,12.201,0.000,0.000,1.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,8.33,0.00,0.00,13.218,0.984,3.52,26.9,0.42,0.68,0.70,0.40,0.56,1.32
42236.3648475463,15.277,2.037,1.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.67,0.00,0.00,0.00,18.332,0.982,3.47,101153,0.59,0.70,0.70,0.40,0.56,1.31
42236.3648591204,5.078,1.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,6.094,0.985,3.47,26.9,0.18,0.19,0.19,0.40,0.56,1.31
42236.3648706944,9.178,3.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.00,0.00,0.00,0.00,12.237,0.981,3.52,101156,0.39,0.43,0.43,0.40,0.56,1.30
42236.3648822685,9.150,2.033,0.000,1.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,9.00,0.00,0.00,12.199,0.984,3.53,26.9,0.46,0.75,0.76,0.40,0.56,1.30
42236.3648938426,7.124,4.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,11.195,0.983,3.53,101153,0.40,0.45,0.45,0.40,0.56,1.30
42236.3649054167,8.158,1.020,1.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,10.197,0.981,3.54,26.9,0.35,0.45,0.45,0.40,0.56,1.29
42236.3649169907,14.247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,14.247,0.983,3.54,101163,0.33,0.33,0.33,0.40,0.56,1.29
42236.3649285648,17.266,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,17.266,0.985,3.54,26.9,0.39,0.41,0.41,0.40,0.56,1.28
42236.3649401389,12.234,1.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.00,0.00,0.00,0.00,13.254,0.981,3.52,101163,0.34,0.36,0.36,0.40,0.56,1.28
42236.364951713,12.200,1.017,1.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.67,0.00,0.00,0.00,14.233,0.984,3.50,26.9,0.45,0.55,0.55,0.40,0.56,1.27
42236.364963287,10.187,2.037,2.037,1.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.67,7.67,0.00,0.00,15.280,0.982,3.50,101157,0.71,1.15,1.17,0.40,0.56,1.27
42236.3649748611,9.157,1.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.67,0.00,0.00,0.00,10.174,0.983,3.48,26.9,0.27,0.29,0.29,0.40,0.56,1.27
42236.3649864352,8.167,1.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,0.00,0.00,0.00,9.187,0.980,3.47,101162,0.25,0.27,0.27,0.40,0.56,1.26
42236.3649980093,15.280,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,15.280,0.982,3.47,26.9,0.36,0.37,0.37,0.40,0.56,1.26
42236.3650095833,14.219,0.000,1.016,1.016,1.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,9.67,0.00,0.00,17.266,0.985,3.47,101161,0.71,1.62,1.71,0.40,0.56,1.26
42236.3650211574,5.109,3.065,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.33,0.00,0.00,0.00,8.174,0.979,3.52,26.9,0.30,0.33,0.33,0.40,0.56,1.26
42236.3650327315,8.149,3.056,1.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,0.00,0.00,0.00,12.223,0.982,3.48,101158,0.48,0.59,0.60,0.40,0.56,1.25
42236.3650443056,10.167,2.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,0.00,0.00,0.00,12.200,0.984,3.48,27,0.36,0.38,0.38,0.40,0.56,1.25
42236.3650558796,13.256,1.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,14.276,0.981,3.48,101156,0.37,0.39,0.39,0.40,0.56,1.25
42236.3650674537,9.159,2.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.00,0.00,0.00,0.00,11.194,0.983,3.49,27,0.33,0.36,0.36,0.40,0.56,1.24
42236.3650790278,7.138,2.040,0.000,0.000,0.000,0.000,1.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,0.00,0.00,0.00,10.198,0.981,3.47,101155,0.33,2.18,4.15,0.40,0.57,1.26
42236.3650906019,10.207,3.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,0.00,0.00,0.00,13.269,0.980,3.47,26.9,0.42,0.46,0.46,0.40,0.57,1.25
42236.3651021759,9.168,0.000,0.000,1.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,10.33,0.00,0.00,10.187,0.982,3.47,101162,0.35,0.62,0.64,0.40,0.57,1.25
42236.36511375,10.177,2.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,0.00,0.00,0.00,12.212,0.983,3.45,26.9,0.36,0.39,0.39,0.40,0.57,1.24
42236.3651253241,10.187,2.037,0.000,1.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,8.33,0.00,0.00,13.243,0.982,3.46,101156,0.50,0.79,0.81,0.40,0.57,1.24
42236.3651368981,9.157,2.035,1.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,12.209,0.983,3.46,26.9,0.45,0.55,0.55,0.40,0.57,1.24
42236.3651484722,7.145,2.041,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.33,0.00,0.00,0.00,9.187,0.980,3.43,101156,0.29,0.32,0.32,0.40,0.57,1.24
42236.3651600463,12.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,12.200,0.984,3.43,26.9,0.29,0.30,0.30,0.40,0.56,1.23
42236.3651716204,5.090,0.000,0.000,1.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,8.33,0.00,0.00,6.108,0.982,3.43,101156,0.26,0.53,0.55,0.40,0.56,1.23
42236.3651831944,13.327,1.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,0.00,0.00,0.00,14.437,0.900,3.42,26.9,0.38,0.40,0.40,0.40,0.56,1.22
42236.3651947685,13.243,0.000,2.037,1.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,7.67,0.00,0.00,16.299,0.982,3.42,101159,0.68,1.11,1.13,0.40,0.57,1.22
42236.3652063426,15.262,2.035,2.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.67,0.00,0.00,0.00,19.332,0.983,3.43,27,0.71,0.89,0.90,0.40,0.57,1.22
42236.3652179167,9.168,2.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.00,0.00,0.00,0.00,11.206,0.982,3.45,101155,0.34,0.36,0.36,0.40,0.57,1.22
42236.3652294907,9.187,3.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.67,0.00,0.00,0.00,12.249,0.980,3.46,26.9,0.40,0.44,0.44,0.40,0.57,1.22
42236.3652410648,6.111,1.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,7.130,0.982,3.46,101161,0.20,0.22,0.22,0.40,0.56,1.21
42236.3652526389,14.262,0.000,1.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,15.281,0.982,3.46,26.9,0.44,0.53,0.53,0.40,0.56,1.21
42236.365264213,14.262,1.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,15.281,0.982,3.47,101155,0.39,0.41,0.41,0.40,0.56,1.20
42236.365275787,6.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,6.111,0.982,3.47,26.9,0.14,0.15,0.15,0.40,0.56,1.20
42236.3652873611,7.131,3.056,0.000,0.000,0.000,0.000,0.000,1.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,0.00,0.00,11.67,11.206,0.982,3.47,101154,0.36,2.39,10.20,0.40,0.57,1.24
42236.3652989352,12.225,1.019,1.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.00,0.00,0.00,0.00,14.263,0.982,3.48,26.9,0.45,0.55,0.55,0.40,0.57,1.24
42236.3653105093,14.259,3.055,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.00,0.00,0.00,0.00,17.314,0.982,3.46,101156,0.51,0.56,0.56,0.40,0.57,1.23
42236.3653220833,10.187,1.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,11.205,0.982,3.46,26.9,0.30,0.32,0.32,0.40,0.57,1.23
42236.3653336574,8.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,8.133,0.984,3.46,101160,0.19,0.20,0.20,0.40,0.57,1.22
42236.3653452315,7.144,1.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.67,0.00,0.00,0.00,8.164,0.980,3.47,26.9,0.23,0.24,0.24,0.39,0.57,1.22
42236.3653568056,8.142,1.018,0.000,0.000,0.000,0.000,0.000,0.000,1.018,1.018,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,11.195,0.983,3.46,101157,0.25,2.59,57.83,0.39,0.57,1.46
42236.3653683796,16.268,2.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.00,0.00,0.00,0.00,18.301,0.984,3.43,26.9,0.50,0.54,0.54,0.39,0.57,1.45
42236.3653799537,13.267,2.041,1.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.67,0.00,0.00,0.00,16.329,0.980,3.41,101159,0.55,0.66,0.66,0.39,0.57,1.45
42236.3653915278,11.195,4.071,1.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,16.284,0.983,3.40,26.9,0.63,0.76,0.76,0.40,0.58,1.45
42236.3654031019,14.291,2.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.00,0.00,0.00,0.00,16.333,0.980,3.39,101153,0.46,0.50,0.50,0.40,0.58,1.44
42236.3654146759,6.106,4.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.67,0.00,0.00,0.00,10.177,0.983,3.35,26.9,0.40,0.45,0.45,0.40,0.57,1.44
42236.36542625,12.200,2.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.33,0.00,0.00,0.00,14.233,0.984,3.32,101156,0.42,0.45,0.45,0.40,0.57,1.44
42236.3654378241,6.106,3.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,0.00,0.00,0.00,9.159,0.983,3.30,26.9,0.34,0.38,0.38,0.40,0.57,1.43
42236.3654493981,9.150,0.000,2.033,0.000,0.000,1.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,9.00,0.00,12.200,0.984,3.30,101158,0.56,1.83,2.17,0.40,0.58,1.43
42236.3654609722,13.243,2.037,1.019,0.000,1.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,17.318,0.982,3.30,26.9,0.71,1.41,1.49,0.40,0.58,1.43
42236.3654725463,7.131,4.075,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,0.00,0.00,0.00,11.206,0.982,3.27,101160,0.43,0.48,0.48,0.40,0.58,1.43
42236.3654841204,11.169,2.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,13.199,0.985,3.28,26.9,0.40,0.43,0.43,0.40,0.58,1.43
42236.3654956944,15.265,2.035,1.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,0.00,0.00,0.00,18.318,0.983,3.28,101163,0.62,0.73,0.74,0.40,0.58,1.42
42236.3655072685,13.256,1.020,1.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,15.296,0.981,3.29,26.9,0.51,0.61,0.61,0.40,0.58,1.42
42236.3655188426,14.245,1.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,15.262,0.983,3.30,101160,0.41,0.43,0.43,0.40,0.58,1.42
42236.3655304167,11.184,1.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,12.201,0.984,3.30,26.9,0.34,0.36,0.36,0.40,0.58,1.41
42236.3655419907,13.230,2.035,0.000,1.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,9.00,0.00,0.00,16.283,0.983,3.31,101160,0.59,0.90,0.92,0.40,0.58,1.41
42236.3655535648,13.256,3.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,16.315,0.981,3.34,26.9,0.51,0.55,0.55,0.40,0.58,1.41
42236.3655651389,5.088,3.053,1.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.33,0.00,0.00,0.00,9.159,0.983,3.25,101157,0.44,0.56,0.56,0.40,0.58,1.40
42236.365576713,17.300,1.018,1.018,1.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.33,7.00,0.00,0.00,20.353,0.983,3.23,26.9,0.76,1.15,1.17,0.40,0.58,1.40
42236.365588287,8.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,8.142,0.983,3.23,101161,0.20,0.21,0.21,0.40,0.58,1.40
42236.3655998611,9.159,2.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,0.00,0.00,0.00,11.195,0.983,3.24,26.9,0.36,0.39,0.39,0.40,0.58,1.39
42236.3656114352,11.184,1.017,0.000,1.017,0.000,1.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.67,7.00,16.33,0.00,14.234,0.984,3.25,101163,0.60,2.01,2.38,0.40,0.59,1.40
