Software ver: OPC-N2 Alphasense 1.0.5591.26628
Size LUT file,OPC-N2_06-02-2015.LUT
InfoString,OPC-N2 FirmwareVer=OPC-016b...............................BD
Gain scaling coeff,1
Laser digital pot setting,150
Fan digital pot setting,255
ToF to SFR factor,74
Bins,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15
Bin low boundary (ADC o/p),12,17,27,41,60,79,123,234,388,575,909,1294,1866,2475,3092,3685
Bin high boundary (ADC o/p),17,27,41,60,79,123,234,388,575,909,1294,1866,2475,3092,3685,4095
Bin low boundary (particle diameter [um]),0.38,0.54,0.78,1.05,1.34,1.59,2.07,3,4,5,6.5,8,10,12,14,16
Bin high boundary (particle diameter [um]),0.54,0.78,1.05,1.34,1.59,2.07,3,4,5,6.5,8,10,12,14,16,17.5
Bin centre (particle diameter [um]),0.46000000834465,0.659999996423721,0.914999961853027,1.19499999284744,1.4650000333786,1.8299999833107,2.5349999666214,3.5,4.5,5.75,7.25,9,11,13,15,16.75
Vol of a particle in bin (um3) (calculated by software),0.0510,0.1505,0.4011,0.8935,1.6463,3.2089,8.5297,22.4493,47.7129,99.5410,199.5320,381.7035,696.9100,1150.3465,1767.1459,2460.6115
Vol of a particle in bin (um3) (values stored on OPC),0.0510,0.1505,0.4011,0.8935,1.6463,3.2089,8.5297,22.4493,47.7129,99.5410,199.5320,381.7035,696.9100,1150.3466,1767.1459,2460.6116
Density of a particle in bin (g/ml),1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65
Sample volume weighting for bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Data:
OADateTime,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MeanToFBin1(us),MeanToFBin3(us),MeanToFBin5(us),MeanToFBin7(us),Count/s,SamplingPeriod(s),SFR(ml/s),Temperature(C) or Pressure(Pa),PM1(ug/m3),PM2.5(ug/m3),PM10(ug/m3),RollMean_PM1,RollMean_PM2.5,RollMean_PM10
42236.363088287,9.279,2.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,11.341,0.970,3.59,27,0.33,0.35,0.35,0.41,0.53,1.34
42236.3630998611,15.326,2.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,17.369,0.979,3.58,101161,0.46,0.49,0.49,0.41,0.53,1.33
42236.3631114352,8.121,1.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,9.137,0.985,3.58,27,0.24,0.26,0.26,0.41,0.52,1.31
42236.3631230093,10.218,2.044,0.000,1.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,7.67,0.00,0.00,13.283,0.979,3.57,101156,0.48,0.77,0.79,0.41,0.53,1.30
42236.3631345833,9.159,3.053,1.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.67,0.00,0.00,0.00,13.230,0.983,3.57,27,0.49,0.60,0.60,0.41,0.53,1.29
42236.3631461574,8.137,4.069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.00,0.00,0.00,0.00,12.206,0.983,3.54,101159,0.42,0.47,0.47,0.41,0.53,1.28
42236.3631577315,5.093,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.019,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,6.112,0.982,3.54,27,0.12,0.23,86.58,0.40,0.52,2.57
42236.3631693056,7.136,1.019,0.000,1.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.67,9.67,0.00,0.00,9.175,0.981,3.52,101152,0.36,0.64,0.65,0.40,0.52,2.54
42236.3631808796,8.129,3.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.33,0.00,0.00,0.00,11.177,0.984,3.56,27,0.36,0.40,0.40,0.40,0.52,2.51
42236.3631924537,6.119,1.020,0.000,1.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,7.67,0.00,0.00,8.159,0.981,3.56,101165,0.33,0.61,0.62,0.40,0.52,2.49
42236.3632040278,15.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,15.230,0.985,3.56,27,0.35,0.36,0.36,0.40,0.52,2.45
42236.3632156019,7.147,0.000,0.000,1.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,9.67,0.00,0.00,8.169,0.979,3.56,101158,0.30,0.56,0.58,0.40,0.52,2.43
42236.3632271759,9.169,2.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.67,0.00,0.00,0.00,11.206,0.982,3.56,27,0.33,0.35,0.35,0.40,0.52,2.40
42236.36323875,5.107,1.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,6.129,0.979,3.57,101155,0.17,0.19,0.19,0.40,0.51,2.37
42236.3632503241,15.270,2.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,17.306,0.982,3.55,27,0.47,0.50,0.50,0.40,0.51,2.34
42236.3632618982,12.157,1.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,13.170,0.987,3.56,101166,0.33,0.35,0.35,0.40,0.51,2.32
42236.3632734722,6.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,6.160,0.974,3.56,27,0.14,0.14,0.14,0.39,0.51,2.29
42236.3632850463,14.277,1.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,15.297,0.981,3.56,101157,0.38,0.40,0.40,0.39,0.51,2.26
42236.3632966204,12.188,4.063,1.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.00,0.00,0.00,0.00,17.266,0.985,3.53,27,0.63,0.75,0.75,0.39,0.51,2.24
42236.3633081944,11.225,1.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.33,0.00,0.00,0.00,12.245,0.980,3.55,101154,0.31,0.33,0.33,0.39,0.51,2.22
42236.3633197685,9.172,1.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,10.191,0.981,3.55,27,0.27,0.28,0.28,0.39,0.50,2.20
42236.3633313426,11.207,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,11.207,0.982,3.55,101159,0.25,0.26,0.26,0.39,0.50,2.17
42236.3633429167,17.319,1.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.00,0.00,0.00,0.00,18.338,0.982,3.53,27,0.46,0.48,0.48,0.39,0.50,2.15
42236.3633544907,11.199,2.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.00,0.00,0.00,0.00,13.235,0.982,3.57,101156,0.37,0.40,0.40,0.39,0.50,2.13
42236.3633713079,12.147,0.000,0.715,0.715,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,9.00,0.00,0.00,13.577,1.399,3.57,27,0.44,0.69,0.70,0.39,0.50,2.11
42236.3633776389,6.853,2.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,9.137,0.438,3.57,101155,0.29,0.32,0.32,0.39,0.50,2.09
42236.363389213,13.665,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,13.665,0.951,3.57,27,0.31,0.32,0.32,0.39,0.50,2.07
42236.363400787,14.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,14.460,0.899,3.57,101161,0.33,0.34,0.34,0.39,0.50,2.05
42236.3634123611,12.610,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,12.610,0.952,3.57,27,0.29,0.29,0.29,0.39,0.49,2.03
42236.3634239352,11.550,4.200,0.000,0.000,0.000,0.000,1.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,16.801,0.952,3.56,101151,0.55,2.43,4.41,0.39,0.52,2.06
42236.3634355093,11.332,0.000,1.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,12.466,0.882,3.56,27,0.38,0.47,0.47,0.39,0.51,2.04
42236.3634470833,12.423,2.070,2.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.67,0.00,0.00,0.00,16.564,0.966,3.53,101154,0.63,0.81,0.81,0.39,0.52,2.03
42236.3634586574,7.124,1.018,1.018,1.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.33,7.00,0.00,0.00,10.177,0.983,3.56,27,0.46,0.81,0.83,0.39,0.52,2.01
42236.3634702315,11.204,2.037,0.000,1.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.00,9.67,0.00,0.00,14.260,0.982,3.54,101162,0.51,0.80,0.81,0.39,0.52,2.00
42236.3634818056,8.230,2.057,0.000,1.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,9.00,0.00,0.00,11.316,0.972,3.54,27,0.44,0.73,0.75,0.39,0.53,1.99
42236.3634933796,9.188,2.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,11.230,0.979,3.54,101154,0.33,0.36,0.36,0.39,0.52,1.97
42236.3635049537,10.181,0.000,1.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,11.199,0.982,3.54,27,0.34,0.42,0.42,0.39,0.52,1.96
42236.3635165278,7.131,3.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.33,0.00,0.00,0.00,10.187,0.982,3.58,101154,0.34,0.37,0.37,0.39,0.52,1.94
42236.3635281019,10.177,0.000,0.000,1.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,11.67,0.00,0.00,11.195,0.983,3.58,27,0.36,0.63,0.64,0.39,0.52,1.93
42236.3635396759,10.218,0.000,1.022,1.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,12.33,0.00,0.00,12.262,0.979,3.58,101157,0.47,0.81,0.83,0.39,0.53,1.91
42236.36355125,5.093,2.037,0.000,1.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,7.00,0.00,0.00,8.149,0.982,3.57,27,0.37,0.65,0.66,0.39,0.53,1.90
42236.3635628241,5.089,2.036,0.000,1.018,0.000,0.000,1.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.00,8.33,0.00,0.00,9.160,0.983,3.55,101156,0.41,2.47,4.41,0.39,0.55,1.93
42236.3635743982,9.161,3.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.00,0.00,0.00,0.00,12.215,0.982,3.58,27,0.38,0.42,0.42,0.39,0.55,1.91
42236.3635859722,14.262,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,14.262,0.982,3.58,101157,0.32,0.33,0.33,0.39,0.54,1.90
42236.3635975463,8.150,2.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.67,0.00,0.00,0.00,10.188,0.982,3.55,27,0.30,0.33,0.33,0.39,0.54,1.88
42236.3636091204,9.187,1.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,10.208,0.980,3.55,101158,0.27,0.29,0.29,0.39,0.54,1.87
42236.3636206944,5.523,2.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,0.00,0.00,0.00,7.732,0.905,3.54,27,0.25,0.28,0.28,0.39,0.54,1.85
42236.3636322685,11.046,1.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,12.151,0.905,3.54,101160,0.32,0.34,0.34,0.39,0.53,1.84
42236.3636438426,10.099,2.525,2.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.00,0.00,0.00,0.00,15.148,0.792,3.52,27,0.65,0.87,0.87,0.39,0.54,1.83
42236.3636696991,10.429,2.844,0.948,0.474,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,8.33,0.00,0.00,14.696,2.109,3.55,101162,0.57,0.79,0.80,0.39,0.54,1.82
42236.3637214236,9.679,1.889,0.236,0.708,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,14.67,0.00,0.00,12.512,4.236,3.59,27,0.44,0.67,0.67,0.39,0.54,1.81
42236.3637279282,14.482,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,14.482,0.276,3.59,101158,0.33,0.33,0.33,0.39,0.54,1.80
42236.363779294,10.871,2.776,0.463,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,0.00,0.00,0.00,14.110,4.323,3.55,27,0.46,0.53,0.53,0.39,0.54,1.78
42236.3637847222,5.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,5.900,0.169,3.55,101160,0.13,0.14,0.14,0.39,0.54,1.77
42236.363833912,12.819,1.233,0.247,0.493,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,9.00,0.00,0.00,14.791,4.056,3.52,27,0.46,0.62,0.63,0.39,0.54,1.76
42236.3638425926,5.621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,5.621,0.356,3.52,101162,0.13,0.13,0.13,0.39,0.53,1.75
42236.363857963,8.988,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,8.988,1.224,3.52,27,0.21,0.21,0.21,0.39,0.53,1.73
42236.36386375,10.814,2.163,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,12.976,0.462,3.53,101159,0.37,0.40,0.40,0.39,0.53,1.72
42236.3638753241,9.229,1.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,10.255,0.975,3.53,27,0.27,0.29,0.29,0.39,0.53,1.71
42236.3638870718,5.022,0.000,0.000,1.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,8.33,0.00,0.00,6.026,0.996,3.53,101158,0.25,0.51,0.52,0.38,0.53,1.70
42236.3638984722,6.864,3.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,10.296,0.874,3.54,27,0.36,0.40,0.40,0.38,0.53,1.69
42236.3639163773,8.677,0.667,1.335,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.67,10.33,0.00,0.00,11.347,1.498,3.50,101160,0.47,0.76,0.77,0.39,0.53,1.68
42236.3639216204,26.171,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,26.171,0.344,3.50,27,0.60,0.62,0.62,0.39,0.53,1.67
42236.3639331944,9.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,9.290,0.969,3.50,101161,0.21,0.22,0.22,0.39,0.53,1.66
42236.3639447685,15.293,2.185,0.000,1.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.00,8.33,0.00,0.00,18.570,0.915,3.49,27,0.63,0.95,0.96,0.39,0.53,1.65
42236.3639563426,11.564,2.102,1.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,0.00,0.00,0.00,14.717,0.951,3.49,101155,0.51,0.62,0.62,0.39,0.53,1.65
42236.3639740625,8.210,1.368,0.000,0.000,0.000,0.000,0.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,10.263,1.462,3.48,27,0.30,1.54,2.87,0.39,0.54,1.66
42236.3639794907,13.984,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,13.984,0.358,3.48,101160,0.32,0.33,0.33,0.39,0.54,1.64
42236.3639910648,9.428,1.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,10.475,0.955,3.48,27,0.28,0.30,0.30,0.39,0.53,1.63
42236.3640026389,12.214,2.221,2.221,0.000,1.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,17.765,0.901,3.47,101156,0.80,1.61,1.69,0.39,0.54,1.63
42236.364014213,12.136,2.207,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.67,0.00,0.00,0.00,14.343,0.906,3.49,27,0.41,0.44,0.44,0.39,0.54,1.63
42236.364025787,9.299,1.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.00,0.00,0.00,0.00,10.332,0.968,3.51,101160,0.27,0.29,0.29,0.39,0.54,1.62
42236.3640494792,14.835,1.535,0.000,0.512,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,7.00,0.00,0.00,16.881,1.955,3.52,27,0.50,0.65,0.66,0.39,0.54,1.61
42236.3640605093,7.015,1.169,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,8.184,0.855,3.52,101157,0.23,0.25,0.25,0.39,0.54,1.60
42236.3640782292,9.350,3.339,2.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,14.692,1.497,3.55,27,0.62,0.81,0.81,0.39,0.54,1.59
42236.3640836574,5.559,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,5.559,0.360,3.55,101163,0.13,0.13,0.13,0.39,0.54,1.58
42236.3640952315,7.783,1.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,8.894,0.899,3.55,27,0.24,0.26,0.26,0.39,0.54,1.57
42236.3641068056,12.615,0.000,2.102,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,14.717,0.951,3.55,101157,0.51,0.67,0.68,0.39,0.54,1.57
42236.3641183796,11.385,2.070,1.035,1.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.33,7.67,0.00,0.00,15.526,0.966,3.51,27,0.63,1.01,1.02,0.39,0.54,1.56
42236.3641299537,10.227,2.273,0.000,1.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,6.33,0.00,0.00,13.636,0.880,3.52,101152,0.52,0.84,0.86,0.39,0.54,1.56
42236.3641415278,12.385,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,12.385,0.969,3.52,27,0.28,0.29,0.29,0.39,0.54,1.55
42236.3641531019,12.584,1.049,0.000,1.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.67,8.33,0.00,0.00,14.681,0.954,3.50,101154,0.49,0.78,0.80,0.39,0.54,1.54
42236.3641646759,17.733,3.325,3.325,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.67,0.00,0.00,0.00,24.383,0.902,3.53,27,0.95,1.25,1.25,0.40,0.55,1.54
42236.36417625,9.436,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,9.436,0.954,3.53,101161,0.22,0.22,0.22,0.39,0.54,1.53
42236.3641878241,6.290,1.048,0.000,1.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.67,7.67,0.00,0.00,8.387,0.954,3.54,27,0.34,0.63,0.64,0.39,0.55,1.52
42236.3641993982,8.883,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,8.883,0.901,3.54,101153,0.20,0.21,0.21,0.39,0.54,1.52
42236.364212419,9.287,0.929,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.67,0.00,0.00,0.00,10.216,1.077,3.52,27,0.27,0.28,0.28,0.39,0.54,1.51
42236.3642489468,11.896,1.286,0.322,0.322,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.67,7.00,0.00,0.00,13.826,3.110,3.56,101155,0.42,0.55,0.55,0.39,0.54,1.50
42236.3642572685,12.214,3.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,15.268,0.327,3.56,27,0.45,0.49,0.49,0.39,0.54,1.49
42236.3642688426,13.151,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,13.151,0.760,3.56,101154,0.30,0.31,0.31,0.39,0.54,1.49
42236.3642804167,13.546,3.387,2.258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,19.190,0.886,3.54,27,0.75,0.96,0.96,0.39,0.54,1.48
42236.3642919907,7.364,2.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,9.468,0.951,3.53,101159,0.29,0.32,0.32,0.39,0.54,1.47
42236.3643035648,6.858,1.372,2.743,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.33,0.00,0.00,0.00,10.972,0.729,3.55,27,0.53,0.75,0.75,0.39,0.54,1.47
42236.3643151389,12.395,3.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.67,0.00,0.00,0.00,15.494,0.968,3.56,101155,0.46,0.50,0.50,0.39,0.54,1.46
42236.3643645023,12.870,2.914,0.000,0.243,0.243,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,9.67,0.00,0.00,16.269,4.118,3.50,27,0.53,0.77,0.79,0.40,0.54,1.46
42236.3643717361,12.361,0.000,3.090,3.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,9.67,0.00,0.00,18.541,0.324,3.50,101153,1.03,2.07,2.12,0.40,0.55,1.46
42236.3644033912,9.131,0.761,1.522,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,0.00,0.00,0.00,11.414,2.628,3.49,27,0.42,0.55,0.55,0.40,0.55,1.46
42236.3644077315,2.843,2.843,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,5.687,0.352,3.50,101157,0.23,0.27,0.27,0.40,0.55,1.45
42236.3644193056,3.267,1.089,1.089,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,5.445,0.918,3.49,27,0.26,0.35,0.35,0.40,0.55,1.44
42236.3644308796,9.032,1.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.00,0.00,0.00,0.00,10.323,0.775,3.51,101149,0.28,0.30,0.30,0.40,0.55,1.44
42236.3644424537,8.686,2.171,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,0.00,0.00,0.00,10.857,0.921,3.50,27,0.33,0.36,0.36,0.40,0.55,1.43
